"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca1",29212066,29214682,498717,498844,17702,128,2617,20.4453125,-3841.61108731105,-10.0377887635796,-0.832926790334525,0.0275688973208252,0.860495687655351,0.0279622734307793,"hypo"
"Ca4",17399795,17402019,2413188,2413329,85744,142,2225,15.669014084507,-2854.81471866705,-8.64041987437686,-0.574770748953058,0.337352958381433,0.912123707334491,0.0273356505099653,"hypo"
"Ca1",25676297,25679354,427838,427990,15639,153,3058,19.9869281045752,-2435.65352054818,-9.2668648978455,-0.569673393354727,0.0399287752426208,0.609602168597348,0.0344387937418096,"hypo"
"scaffold451",153314,155284,6539648,6539712,219639,65,1971,30.3230769230769,-1821.91512846964,-13.4596008459134,-0.817808428388064,0.124019854104509,0.941828282492573,0.0292844587150076,"hypo"
"Ca1",34860690,34863718,611360,611453,20740,94,3029,32.2234042553191,-1698.58323209642,-12.8645126321123,-0.580113552717927,0.0485728003586996,0.628686353076626,0.0311680179115393,"hypo"
"Ca4",27951993,27954030,2601062,2601141,92158,80,2038,25.475,-1375.9602931166,-9.70692243718795,-0.700177899376447,0.0679412961474879,0.768119195523935,0.0362421060156485,"hypo"
"Ca1",1249404,1251283,22098,22160,790,63,1880,29.8412698412698,-1349.88184473956,-9.84633629464939,-0.540839905349144,0.172587077239867,0.713426982589011,0.0274412228062608,"hypo"
"scaffold314",159337,161185,6440443,6440538,216826,96,1849,19.2604166666667,-1309.96046512957,-11.3123295723384,-0.649312679473125,0.178000295421803,0.827312974894928,0.0449376411058853,"hypo"
"Ca3",22217835,22219611,1860163,1860211,63765,49,1777,36.265306122449,-1252.45003931484,-12.7082354706134,-0.752379757689728,0.0540731422820967,0.806452899971825,0.0319821605841917,"hypo"
"Ca3",26424798,26426584,1922573,1922614,66381,42,1787,42.5476190476191,-1201.8111585767,-9.84086495353659,-0.712621002121694,0.251407462128675,0.964028464250369,0.0256793381349833,"hypo"
"Ca4",22959361,22962152,2508401,2508481,89143,81,2792,34.4691358024691,-1201.31449432382,-9.87827026509725,-0.543207380529152,0.0708828073670669,0.614090187896219,0.0354566380675997,"hypo"
"Ca1",25430966,25433240,422212,422273,15508,62,2275,36.6935483870968,-1139.11113786157,-9.27055632672571,-0.497729823143889,0.24859249143112,0.746322314575009,0.0265330062346039,"hypo"
"Ca2",11989102,11991113,1054586,1054636,36224,51,2012,39.4509803921569,-1083.66512963167,-9.62523044345591,-0.587735942889101,0.0815678323667347,0.669303775255836,0.0286492164578649,"hypo"
"Ca3",31700123,31702038,2004113,2004168,69772,56,1916,34.2142857142857,1073.022643971,26.2615643593758,0.464813494676942,0.751200043778011,0.286386549101069,0.0246018424516191,"hyper"
"Ca3",29888899,29891043,1974020,1974087,68628,68,2145,31.5441176470588,1026.7612399377,20.3640873420504,0.448996106820429,0.777811572754072,0.328815465933643,0.0285714170835424,"hyper"
"Ca3",19825641,19827812,1826783,1826844,62258,62,2172,35.0322580645161,-1006.01629366078,-9.30452001421984,-0.421450511260423,0.390839915213038,0.812290426473461,0.0263890253136624,"hypo"
"Ca4",47972268,47975678,2939901,2939990,104143,90,3411,37.9,-956.488135602114,-8.82917676809925,-0.387996885051084,0.0316239177372419,0.419620802788326,0.0332687565118953,"hypo"
"Ca8",801456,803536,5840982,5841067,197450,86,2081,24.1976744186047,-904.614316989777,-8.55565855724075,-0.358229763484454,0.38698391573224,0.745213679216694,0.0374622847144668,"hypo"
"Ca3",38368351,38371133,2112589,2112654,73701,66,2783,42.1666666666667,-805.049503764832,-9.48354204757447,-0.45327891055766,0.181911776845747,0.635190687403407,0.0321982538406716,"hypo"
"Ca2",29145657,29147846,1363083,1363147,45936,65,2190,33.6923076923077,-778.613145592213,-8.52119884483195,-0.416251559128782,0.0627270233022645,0.478978582431046,0.0354817387954223,"hypo"
"Ca1",28899071,28901218,492751,492814,17538,64,2148,33.5625,-729.998841026876,-8.59714132858395,-0.40134388680056,0.145260184896778,0.546604071697338,0.0360644098983853,"hypo"
"Ca2",9345828,9347858,1006942,1006992,34659,51,2031,39.8235294117647,-729.173504463515,-13.2518968981563,-0.525356907708185,0.00656382571867931,0.531920733426865,0.0345671783278648,"hypo"
"Ca3",36405176,36407194,2078347,2078409,72449,63,2019,32.0476190476191,-606.147648636051,-9.06962426637174,-0.360522891257833,0.578230455709991,0.938753346967823,0.0374444252175721,"hypo"
"Ca4",11517492,11519252,2323071,2323108,81978,38,1761,46.3421052631579,593.579807593704,18.2411324642516,0.416757377385114,0.817461437830408,0.400704060445294,0.0299694760748522,"hyper"
"Ca4",22318084,22320148,2497024,2497060,88774,37,2065,55.8108108108108,-475.848459330785,-8.49828276224625,-0.526043928822711,0.339159778377968,0.865203707200679,0.0385490982227993,"hypo"
"Ca4",14056883,14058588,2360142,2360182,83643,41,1706,41.609756097561,468.389649851838,17.3160473584141,0.346588239840899,0.817725920387225,0.471137680546326,0.0289289866642758,"hyper"
"Ca2",21351488,21353321,1221865,1221902,41196,38,1834,48.2631578947368,-400.644629563348,-8.50269653680236,-0.422239670634905,0.0260062447640478,0.448245915398953,0.0383062792785209,"hypo"
"Ca4",7815495,7817384,2266762,2266798,79588,37,1890,51.0810810810811,333.94998882602,9.85935710422446,0.260320882026851,0.955948198587404,0.695627316560553,0.0285535889546894,"hyper"
