"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca1",29211988,29214682,495296,495429,17734,134,2695,20.1119402985075,-2735.86890770218,-9.62689072303801,-0.637057084692461,0.0263795977502607,0.663436682442721,0.031380824259916,"hypo"
"Ca4",17399909,17401906,2402371,2402496,86129,126,1998,15.8571428571429,-2383.5540873072,-9.30835000974686,-0.589657590772311,0.3070730992453,0.896730690017611,0.0294439098156082,"hypo"
"scaffold314",158777,161185,6287516,6287625,217207,110,2409,21.9,-2088.68537733538,-12.0625039008349,-0.784837865416039,0.155844578973577,0.940682444389616,0.0380304978360639,"hypo"
"scaffold882",597089,599010,6612958,6613046,225627,89,1922,21.5955056179775,-2087.4368335558,-11.8861960076989,-0.624041300694907,0.192810141857037,0.816851442551944,0.0271723746770351,"hypo"
"Ca4",47972002,47975992,2880544,2880642,104464,99,3991,40.3131313131313,-2042.74867867809,-9.12735339656416,-0.844339142565456,0.0691230440761782,0.913462186641634,0.0479278344616591,"hypo"
"Ca4",22959296,22962152,2492443,2492525,89499,83,2857,34.421686746988,-1979.93879773098,-9.65431488434482,-0.847610812713335,0.0826160386924388,0.930226851405774,0.0347050939448974,"hypo"
"Ca4",27951781,27954246,2579627,2579714,92538,88,2466,28.0227272727273,-1894.08737642301,-9.3289511302413,-0.822129776460716,0.0739532801268323,0.896083056587548,0.0363114981532066,"hypo"
"Ca3",37688664,37690297,2072328,2072413,73532,86,1634,19,-1807.90606521227,-9.25127337017912,-0.65356385634256,0.135262165570172,0.788826021912732,0.0307746933241102,"hypo"
"scaffold451",153314,155284,6384376,6384440,220047,65,1971,30.3230769230769,-1754.32570033839,-13.2093760641247,-0.818116315100573,0.124019854104509,0.942136169205082,0.0303517961054954,"hypo"
"Ca2",10960868,10962853,1026673,1026754,35628,82,1986,24.219512195122,1587.8937436568,22.3621345008577,0.655746594576128,0.910269607995421,0.254523013419293,0.0342890904168165,"hyper"
"Ca4",28089583,28091336,2582001,2582053,92626,53,1754,33.0943396226415,-1352.58056721961,-10.0748528115358,-0.788807458997679,0.0781827129410028,0.866990171938681,0.0302923676278259,"hypo"
"Ca3",26424908,26426584,1896058,1896095,66621,38,1677,44.1315789473684,-1097.51530999164,-11.8479995206309,-0.730933362795206,0.203232446183653,0.934165808978859,0.0262287183095003,"hypo"
"Ca3",19825641,19827812,1801088,1801149,62458,62,2172,35.0322580645161,-1061.71283017774,-9.53361881859727,-0.430257029242512,0.390839915213038,0.82109694445555,0.0255781397082201,"hypo"
"Ca3",17265081,17266941,1766714,1766766,60788,53,1861,35.1132075471698,-1018.60872134589,-10.4822149868131,-0.580006638954324,0.14703612712926,0.727042766083583,0.0266832473954841,"hypo"
"Ca3",29888899,29891029,1947256,1947321,68878,66,2131,32.2878787878788,1007.12588048763,19.849550255514,0.452419178999308,0.784806044825905,0.332386865826597,0.028118698305121,"hyper"
"Ca5",42527481,42529679,3595494,3595565,128866,72,2199,30.5416666666667,-951.2146825806,-10.6203303066189,-0.475409626075373,0.350863857566481,0.826273483641854,0.0340634638516618,"hypo"
"Ca3",38368351,38371133,2084526,2084591,73937,66,2783,42.1666666666667,-878.930570982704,-10.7118077230245,-0.469124476174842,0.181911776845747,0.651036253020589,0.0310764937696321,"hypo"
"Ca4",48995324,48997006,2895506,2895536,105092,31,1683,54.2903225806452,-867.397642444184,-25.9060638330983,-0.920959324982008,0.0150709340202387,0.936030259002246,0.0317956023376773,"hypo"
"Ca2",11989102,11990925,1044377,1044425,36280,49,1824,37.2244897959184,-852.017029094921,-12.3765099512918,-0.749714970332449,0.0604838894852915,0.81019885981774,0.0447956082215414,"hypo"
"Ca6",15824199,15825840,3975594,3975623,142404,30,1642,54.7333333333333,-719.894943798123,-13.8060878654486,-0.790034166157315,0.00839340441740461,0.798427570574719,0.0334211642935244,"hypo"
"Ca4",11623535,11625185,2313717,2313754,82445,38,1651,43.4473684210526,693.81992934,27.9234405025186,0.617199059927891,0.932277782538947,0.315078722611055,0.030414910837952,"hyper"
"Ca5",41769688,41771475,3583855,3583909,128427,55,1788,32.5090909090909,-624.447230448671,-9.20004187201484,-0.264466026888548,0.603170825755687,0.867636852644236,0.0319125003789057,"hypo"
"Ca4",22318084,22320171,2481331,2481369,89131,39,2088,53.5384615384615,-596.056102694247,-9.98110624709382,-0.599132628474803,0.349403216921447,0.94853584539625,0.0378456957179454,"hypo"
"Ca5",17221062,17222736,3183128,3183164,113813,37,1675,45.2702702702703,-587.796985279215,-9.40943471513196,-0.638383697298297,0.169027600970469,0.807411298268765,0.0391260011768234,"hypo"
"Ca4",24713060,24715031,2523031,2523076,90607,46,1972,42.8695652173913,528.802227311295,14.1180871508357,0.444702759072589,0.626504482992241,0.181801723919652,0.0390148941345991,"hyper"
"Ca4",38833978,38835623,2749784,2749822,99197,39,1646,42.2051282051282,460.932935843118,14.9668792544662,0.347185227425721,0.926063277312406,0.578878049886685,0.0295072621330451,"hyper"
"Ca4",30424546,30426647,2616979,2617017,94066,39,2102,53.8974358974359,-448.672803836841,-10.3799546184791,-0.457257730192356,0.381794229899038,0.839051960091393,0.0366106983943731,"hypo"
"Ca4",27975795,27977420,2580042,2580064,92553,23,1626,70.695652173913,-380.350140467172,-9.56294456978092,-0.649800202156915,0.229295562478038,0.879095764634953,0.0397378060805427,"hypo"
