"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca2",4206901,4208206,937645,937744,31460,100,1306,13.06,-3487.00757818924,-26.2427327438893,-0.88515685730798,0.030766201377956,0.915923058685936,0.0259173649346425,"hypo"
"scaffold336",410385,411270,6583202,6583269,217380,68,886,13.0294117647059,-2749.74980486129,-6.74533693586671,-0.79880396485171,0.0760252194177043,0.874829184269415,0.0198972139447434,"hypo"
"Ca1",29211988,29214682,511526,511659,17647,134,2695,20.1119402985075,-2547.39891334679,-7.5805353893636,-0.581630171447303,0.0264079447836384,0.608038116230942,0.030278217163754,"hypo"
"Ca3",12228105,12229562,1725801,1725868,57502,68,1458,21.4411764705882,-1906.08435558005,-13.9028188816405,-0.819909643946583,0.118796211825308,0.938705855771891,0.0290960187897107,"hypo"
"scaffold451",153314,155284,6661851,6661915,219673,65,1971,30.3230769230769,-1809.3958085503,-12.5116206100955,-0.810691936755409,0.124019854104509,0.934711790859918,0.0290589435977102,"hypo"
"scaffold2617",49914,51162,6496769,6496826,215158,58,1249,21.5344827586207,-1616.37458477696,-15.2426485043591,-0.865081659037048,0.0701756783312528,0.935257337368301,0.0306241460427889,"hypo"
"Ca7",7752040,7753804,5179552,5179625,172233,74,1765,23.8513513513514,-1589.88826068777,-6.46229121099187,-0.797827174377159,0.0962144763081641,0.894041650685323,0.0441792066986356,"hypo"
"scaffold336",699826,701628,6590067,6590130,217529,64,1803,28.171875,1524.33334177644,38.7180738654232,0.469518373723638,0.925595103266939,0.456076729543301,0.0196877737401425,"hyper"
"Ca3",3763120,3764981,1575163,1575218,52738,56,1862,33.25,-1455.86784837762,-6.8395063277397,-0.693470109088357,0.065646594664239,0.759116703752597,0.0296153251774174,"hypo"
"Ca3",3070480,3072047,1566745,1566791,52321,47,1568,33.3617021276596,1348.52804232355,29.2965478839657,0.92885640012862,0.93947751954217,0.0106211194135496,0.0287379095593095,"hyper"
"Ca3",8563765,8564618,1656600,1656655,55398,56,854,15.25,-1310.79801970709,-7.0536378575305,-0.704935649116504,0.137064858199687,0.842000507316191,0.0313754229882756,"hypo"
"Ca3",12156010,12157291,1724092,1724161,57465,70,1282,18.3142857142857,-1278.29277533803,-6.07784201872973,-0.541937495432836,0.146479761867429,0.688417257300264,0.0294651632191959,"hypo"
"scaffold336",407964,408502,6583134,6583171,217377,38,539,14.1842105263158,-1254.14585104092,-19.2076433352524,-0.777240022270784,0.149284543850219,0.926524566121002,0.0234054363572241,"hypo"
"Ca7",6680453,6681411,5161779,5161860,171543,82,959,11.6951219512195,1089.96981896939,15.8700118779372,0.451705020526108,0.538798513609683,0.0870934930835749,0.0335011014484888,"hyper"
"scaffold336",171988,172818,6578490,6578545,217274,56,831,14.8392857142857,-1060.03688107566,-7.22892745989902,-0.770532354967491,0.173628400781511,0.944160755749002,0.0372133306655176,"hypo"
"Ca3",22217835,22219611,1881135,1881186,63586,52,1777,34.1730769230769,-1050.03744049332,-12.2920858255033,-0.70976492118199,0.0505751229707364,0.760340044152726,0.0389370377243632,"hypo"
"scaffold1777",210234,211313,6413144,6413176,212985,33,1080,32.7272727272727,-1043.38805468035,-7.33975901908223,-0.769961924426426,0.178089128851138,0.948051053277564,0.0242526542644796,"hypo"
"Ca3",22222310,22223463,1881203,1881259,63590,57,1154,20.2456140350877,-1034.68988338585,-6.33230453412306,-0.547671628194705,0.231249469374727,0.778921097569432,0.0342589178269011,"hypo"
"Ca3",17265241,17266941,1812846,1812897,60407,52,1701,32.7115384615385,-1026.35847821126,-9.20585677930894,-0.59741824107261,0.148946365112662,0.746364606185272,0.0284458235521568,"hypo"
"scaffold1281",339744,340474,6322356,6322400,209864,45,731,16.2444444444444,-1008.9038720818,-11.615881145064,-0.738470230407641,0.121741296250389,0.86021152665803,0.0336095919885247,"hypo"
"Ca2",4755693,4756228,946647,946674,31817,28,536,19.1428571428571,-1005.73907206822,-32.981372889761,-0.831839639263505,0.084800193961555,0.91663983322506,0.0271571405021154,"hypo"
"Ca3",22865665,22867082,1890439,1890502,63976,64,1418,22.15625,-1004.9163372706,-6.74179399176618,-0.455672700025822,0.103219924403342,0.558892624429164,0.032232508549998,"hypo"
"Ca3",19825437,19827842,1847682,1847747,62055,66,2406,36.4545454545455,-994.971914283816,-6.37426127076134,-0.418060167835734,0.395834519174791,0.813894687010525,0.0292628651076804,"hypo"
"Ca5",5628415,5629249,3178183,3178234,107908,52,835,16.0576923076923,-945.386314279583,-8.32640986011792,-0.730550746192366,0.187776990956985,0.918327737149351,0.0399686367374724,"hypo"
"Ca3",1809654,1810538,1544413,1544452,51622,40,885,22.125,-939.365046935617,-7.86885620069321,-0.679749382264765,0.177517742575207,0.857267124839972,0.0291803940132833,"hypo"
"Ca3",19096080,19096478,1838460,1838497,61549,38,399,10.5,-938.002754148601,-21.5175454639308,-0.866367722281043,0.0697338799273517,0.936101602208395,0.0383981373542665,"hypo"
"Ca3",1563786,1565216,1540004,1540039,51506,36,1431,39.75,-922.462158339276,-13.5339370040358,-0.678632653013471,0.0391151379952498,0.71774779100872,0.0265374958843783,"hypo"
"Ca3",22237807,22239130,1881703,1881753,63599,51,1324,25.9607843137255,-908.960344407714,-7.60634160424499,-0.664475587420348,0.034996982933521,0.699472570353869,0.0419292579701407,"hypo"
"Ca7",8384512,8385249,5190702,5190758,172626,57,738,12.9473684210526,842.465182475426,15.9767405292176,0.650168507931508,0.877969986643817,0.227801478712309,0.0392531221698566,"hyper"
"Ca7",8186183,8187495,5187361,5187425,172500,65,1313,20.2,841.062111715279,16.6896757503818,0.463174594555293,0.784618376891396,0.321443782336103,0.0367570814514065,"hyper"
"Ca7",8155070,8156248,5186861,5186909,172476,49,1179,24.0612244897959,-836.796677191157,-7.2690293768018,-0.608778245820266,0.201290441279729,0.810068687099995,0.0354954812221941,"hypo"
"Ca7",3114392,3116945,5100926,5100999,169267,74,2554,34.5135135135135,-828.746926313254,-7.19826524819165,-0.441966551909242,0.270154945023476,0.712121496932718,0.0383053941053839,"hypo"
"Ca3",11425490,11426909,1711485,1711534,57039,50,1420,28.4,-827.944286153751,-6.14437767002981,-0.401834307824058,0.402203241859672,0.80403754968373,0.0279531409765809,"hypo"
"Ca3",33303548,33304127,2066141,2066173,70512,33,580,17.5757575757576,-823.592857120598,-6.09745752890852,-0.732774119497982,0.0137919628462168,0.746566082344199,0.0298371207142943,"hypo"
"Ca2",4456289,4457227,942067,942125,31636,59,939,15.9152542372881,822.099995138709,23.7856089728723,0.394701320774185,0.531979326003772,0.137278005229588,0.0259598076738181,"hyper"
"scaffold1281",246736,247407,6321375,6321410,209799,36,672,18.6666666666667,-816.787752710501,-18.8383196605359,-0.772801565250841,0.0378419923608454,0.810643557611686,0.0430907504249337,"hypo"
"Ca7",28449568,28450019,5566414,5566489,184647,76,452,5.94736842105263,798.039475208639,10.8012432040706,0.507020607435285,0.873093738806333,0.366073131371048,0.0475516410057618,"hyper"
"Ca3",5659142,5659890,1604162,1604194,53918,33,749,22.6969696969697,788.407024822614,29.0557668432478,0.694462286539501,0.697120246243811,0.00265795970431014,0.0286827491242131,"hyper"
"Ca3",21442939,21444261,1869758,1869797,63110,40,1323,33.075,-788.400536275795,-7.10030879263638,-0.523951145642478,0.304695325101159,0.828646470743637,0.0267782684465306,"hypo"
"scaffold421_2",467136,468230,6646065,6646102,219190,38,1095,28.8157894736842,-767.510549550797,-8.05837773085417,-0.488035241743598,0.410113116595623,0.898148358339221,0.0269028236728966,"hypo"
"Ca4",2283725,2284356,2239101,2239144,76073,44,632,14.3636363636364,-766.617705940995,-14.9167279264059,-0.625386541094532,0.0299804459103435,0.655366987004875,0.0360759466597484,"hypo"
"Ca7",10311225,10313059,5221921,5221972,173830,52,1835,35.2884615384615,757.329159323433,16.4205619018962,0.497863404496881,0.879667928504287,0.381804524007406,0.033245218672646,"hyper"
"Ca7",2860429,2861108,5096126,5096161,169109,36,680,18.8888888888889,-754.473901620107,-9.25186891971422,-0.692141135210337,0.18377530124218,0.875916436452517,0.0333616007525507,"hypo"
"Ca1",46743497,46745279,843199,843258,27575,60,1783,29.7166666666667,748.977600483469,18.1935656421011,0.462027022499722,0.689046720503654,0.227019698003932,0.0364346202916156,"hyper"
"Ca3",30595984,30597471,2023515,2023550,68977,36,1488,41.3333333333333,-746.7593776187,-20.3224901296254,-0.628237983542608,0.0333956546975142,0.661633638240122,0.028942451675698,"hypo"
"Ca3",20954068,20954888,1863440,1863467,62776,28,821,29.3214285714286,-744.021245576812,-6.68980362447842,-0.670541092668379,0.256579009559603,0.927120102227982,0.0270570582686579,"hypo"
"Ca1",48081019,48083407,865659,865721,28440,63,2389,37.9206349206349,-742.890109471874,-8.72563098046282,-0.54937870704738,0.0659645496405031,0.615343256687883,0.0487712756095835,"hypo"
"Ca3",10769502,10770337,1699525,1699552,56669,28,836,29.8571428571429,-731.674799519546,-16.4283731407437,-0.859116966521717,0.0718040849735699,0.930921051495287,0.0285609483458599,"hypo"
"Ca7",33909715,33911025,5650189,5650253,187953,65,1311,20.1692307692308,-730.461500404935,-9.14071940427324,-0.639424012230562,0.0371091507436877,0.67653316297425,0.0480226804470995,"hypo"
"Ca7",5258450,5260339,5137896,5137983,170632,88,1890,21.4772727272727,-726.035335726953,-6.12882969812847,-0.328619110222464,0.508050238655908,0.836669348878372,0.0404983593684071,"hypo"
"Ca3",13853573,13853818,1759035,1759057,58465,23,246,10.695652173913,-725.178463724171,-26.5947482340663,-0.908797783292653,0.0289635842553209,0.937761367547974,0.0287271150846706,"hypo"
"Ca3",11705372,11706118,1716447,1716475,57191,29,747,25.7586206896552,-715.613637992888,-17.6005073908495,-0.669072524850086,0.0161905357769626,0.685263060627049,0.0273400951062275,"hypo"
"scaffold1281",285150,285989,6321799,6321829,209829,31,840,27.0967741935484,-710.970724309829,-15.510551148371,-0.63609310786548,0.212544905953733,0.848638013819212,0.03000283780204,"hypo"
"Ca7",6888326,6889640,5165200,5165271,171684,72,1315,18.2638888888889,-709.600695771931,-6.26695639272468,-0.344386086016925,0.5734830340969,0.917869120113825,0.0414073361169817,"hypo"
"Ca3",3765462,3766551,1575219,1575247,52739,29,1090,37.5862068965517,-704.503057350299,-22.6472810126754,-0.589766605167688,0.169323529676727,0.759090134844415,0.0271130474969549,"hypo"
"Ca3",33323269,33324498,2066569,2066602,70523,34,1230,36.1764705882353,-693.247356595103,-6.50346006090581,-0.568100053984517,0.178044089506219,0.746144143490737,0.0288723287564355,"hypo"
"Ca7",4910506,4912397,5131714,5131755,170422,42,1892,45.0476190476191,-688.89884556309,-8.51417323292451,-0.746736229948033,0.10771979616323,0.854456026111263,0.0477188991254645,"hypo"
"Ca1",8669553,8671295,154087,154150,5689,64,1743,27.234375,-686.71720597509,-6.18007101519904,-0.47134245951959,0.334809627704144,0.806152087223734,0.0360347684616831,"hypo"
"Ca3",23341089,23342467,1897331,1897419,64269,89,1379,15.4943820224719,686.350082512363,9.25976180470315,0.290129082205579,0.920951285657125,0.630822203451547,0.0346642686470494,"hyper"
"Ca2",4555491,4556233,943769,943799,31691,31,743,23.9677419354839,-672.18177471604,-11.0239220874262,-0.769330891776175,0.0750619113064853,0.844392803082661,0.0364202915796845,"hypo"
