"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca1",25676297,25679354,348709,348861,15469,153,3058,19.9869281045752,-4110.14141824425,-11.072426056549,-0.868389919831282,0.0689424022002586,0.93733232203154,0.0323816184414078,"hypo"
"scaffold553",735685,737416,5826205,5826270,221568,66,1732,26.2424242424242,2413.81729027615,42.8243509361064,0.728278400036904,0.94200193446026,0.213723534423356,0.0202498676510633,"hyper"
"scaffold40",965764,967471,5736994,5737050,218940,57,1708,29.9649122807018,1806.60722920357,34.604564403261,0.875833952348513,0.95808219740837,0.0822482450598567,0.0265695731162569,"hyper"
"scaffold674",486935,488515,5899291,5899350,223262,60,1581,26.35,1769.75073955403,37.1136111778837,0.726347299706856,0.875638229632092,0.149290929925237,0.023409435975272,"hyper"
"Ca2",10961100,10962853,890612,890686,35383,75,1754,23.3866666666667,-1674.4941638538,-10.66689518036,-0.745680093053973,0.167370677026527,0.913050770080501,0.0343577402070301,"hypo"
"Ca5",34024292,34025706,3175313,3175386,123482,74,1415,19.1216216216216,-1162.31367225711,-8.66854627705632,-0.662848608173534,0.229687509539386,0.89253611771292,0.0418932205808566,"hypo"
"Ca6",27840773,27842498,3830611,3830677,148710,67,1726,25.7611940298507,1148.3438622026,19.9354272728321,0.472070316302983,0.673350366750005,0.201280050447022,0.0296485192409612,"hyper"
"scaffold882",358496,360336,5980303,5980366,225297,64,1841,28.765625,1111.69550223465,23.1907703673921,0.646802280764922,0.762263615307855,0.115461334542934,0.0371522914524695,"hyper"
"Ca1",35454995,35456695,529194,529254,20985,61,1701,27.8852459016393,-1021.48935834339,-9.04955068539138,-0.707604109973945,0.207387691654837,0.914991801628782,0.0427486611220789,"hypo"
"Ca6",57940481,57942647,4330948,4331014,166432,67,2167,32.3432835820896,895.146863208885,15.7224841664749,0.601497900699059,0.795614341245236,0.194116440546177,0.0414979686951596,"hyper"
"Ca6",58437027,58438900,4337973,4338031,166739,59,1874,31.7627118644068,846.819936252614,18.3416378003587,0.763405260436873,0.795102698718566,0.0316974382816935,0.0475569011700128,"hyper"
"Ca5",13797499,13799022,2869412,2869461,112132,50,1524,30.48,842.265638460571,17.7268179539905,0.787414796618108,0.798828265278109,0.0114134686600016,0.0470127788968791,"hyper"
"Ca2",12579313,12580810,914237,914297,36426,61,1498,24.5573770491803,840.974372381943,15.4157797699049,0.55810479702025,0.896178650801785,0.338073853781535,0.043642705212689,"hyper"
"Ca6",42140870,42142407,4082244,4082274,157283,31,1538,49.6129032258064,788.479610300437,29.6893619316183,0.788641335719962,0.953164079467543,0.164522743747581,0.0324177549584696,"hyper"
"scaffold642",56812,58561,5857500,5857541,222300,42,1750,41.6666666666667,-772.110300957083,-9.68484990764214,-0.439777720386289,0.387820297951409,0.827598018337697,0.0226314267778354,"hypo"
"Ca7",27322385,27323944,4781451,4781506,184182,56,1560,27.8571428571429,742.956511627791,15.57542868919,0.576263815316824,0.885973730770951,0.309709915454127,0.0443313561106664,"hyper"
"Ca2",17947416,17949066,990252,990292,39312,41,1651,40.2682926829268,734.998114937983,23.5728490297014,0.575877227831262,0.950693583296892,0.37481635546563,0.033112842075879,"hyper"
"Ca6",10495864,10497563,3559977,3560011,138779,35,1700,48.5714285714286,716.616318812263,24.1557304026307,0.856758592786768,0.895580199157016,0.0388216063702477,0.0367839753685959,"hyper"
"scaffold682",419209,420717,5917841,5917896,223700,56,1509,26.9464285714286,687.895630086685,15.1015764400773,0.524336060034842,0.850682817368852,0.32634675733401,0.0422273966831106,"hyper"
"scaffold553",606781,608730,5823697,5823758,221489,62,1950,31.4516129032258,-629.536491502937,-8.39005430384374,-0.317714938050837,0.499543971224588,0.817258909275426,0.0297431724002622,"hypo"
"Ca3",27613740,27615231,1715119,1715151,67276,33,1492,45.2121212121212,-564.199704868022,-9.3304483268857,-0.665738729576316,0.0337871980359774,0.699525927612293,0.037281303694425,"hypo"
"Ca3",1563786,1565216,1316971,1317008,51674,38,1431,37.6578947368421,509.470217982624,14.1912478733451,0.67584043443232,0.748899051795738,0.0730586173634184,0.0502412431840198,"hyper"
"Ca6",52414895,52416647,4247550,4247583,163208,34,1753,51.5588235294118,504.817588556447,17.086547106821,0.428227737423194,0.760909797273857,0.332682059850663,0.0369615634209923,"hyper"
"Ca1",46636590,46638029,716156,716198,27541,43,1440,33.4883720930233,-435.985902740887,-8.25525216274008,-0.375156328566246,0.014219324870893,0.389375653437139,0.0382972171286642,"hypo"
"Ca3",15692296,15693808,1555043,1555074,59728,32,1513,47.28125,435.438463895266,15.7368497178859,0.726960639012264,0.75959901614313,0.0326383771308657,0.0533289297905362,"hyper"
"Ca1",32584057,32585470,479063,479100,19429,38,1414,37.2105263157895,-401.492243978503,-8.1707349714113,-0.520927880474723,0.332969563462565,0.853897443937288,0.0454012430689224,"hypo"
"Ca2",9345828,9347558,866301,866331,34455,31,1731,55.8387096774194,395.855079410834,13.7928323760762,0.545338386391873,0.842144814526067,0.296806428134194,0.0447103809667332,"hyper"
"Ca1",8806898,8808502,126432,126455,5747,24,1605,66.875,377.292327493671,17.6896342757781,0.518141356217559,0.80029335139768,0.282151995180121,0.0320504458496322,"hyper"
