"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca2",11571233,11573827,1044124,1044205,35755,82,2595,31.6463414634146,-2032.38467371334,-7.01665155984743,-0.809693163465737,0.0453140489526534,0.85500721241839,0.03252981064963,"hypo"
"Ca2",11247477,11249450,1040097,1040158,35553,62,1974,31.8387096774194,-1967.86106549893,-25.5608598108478,-0.90369693651637,0.0398569603093456,0.943553896825716,0.0285235133288117,"hypo"
"scaffold284",285073,286690,6526715,6526761,215784,47,1618,34.4255319148936,-1917.85264339938,-31.6157086255585,-0.932460020435059,0.00996424010175339,0.942424260536813,0.0218478700088237,"hypo"
"scaffold919",694438,696320,6923708,6923784,225814,77,1883,24.4545454545455,-1828.6801128343,-8.99480540700706,-0.641628483695901,0.279837459107862,0.921465942803762,0.0276941830181085,"hypo"
"Ca2",22903330,22905530,1225095,1225174,42042,80,2201,27.5125,-1681.11784284503,-6.62400523428777,-0.625621543494456,0.279248669589501,0.904870213083957,0.0301406067832486,"hypo"
"Ca2",11988757,11991112,1050334,1050390,36051,57,2356,41.3333333333333,-1519.13445424152,-7.92680749963417,-0.7287378588926,0.183184302236305,0.911922161128905,0.028213550348902,"hypo"
"Ca2",18626554,18628483,1145419,1145462,39663,44,1930,43.8636363636364,-1264.28298369174,-6.92403144459451,-0.813960142909539,0.0615861317282391,0.875546274637778,0.0282035586403428,"hypo"
"Ca2",21463037,21465178,1199768,1199835,41188,68,2142,31.5,1241.96832984188,23.0008838257512,0.662999144629463,0.942321922545935,0.279322777916473,0.0341144476823312,"hyper"
"Ca2",13596645,13598457,1073881,1073935,37106,55,1813,32.9636363636364,-1200.44661131903,-7.23791330151483,-0.683054350933584,0.151366041784128,0.834420392717712,0.0319260341841665,"hypo"
"Ca2",21350945,21353321,1197626,1197681,41115,56,2377,42.4464285714286,-1129.93931771478,-7.93717361787347,-0.8014471408982,0.139797714959845,0.941244855858045,0.0387984012368882,"hypo"
"Ca1",17480855,17483825,311360,311442,11567,83,2971,35.7951807228916,-996.023029643035,-7.84666606814556,-0.46653048615136,0.0782294676807923,0.544759953832152,0.0406473070827552,"hypo"
"Ca2",10628425,10630339,1027841,1027899,35180,59,1915,32.4576271186441,-993.368946141965,-6.66960782001958,-0.586130864188656,0.364041203987604,0.95017206817626,0.0349476887347595,"hypo"
"Ca2",29303558,29305240,1314881,1314920,45855,40,1683,42.075,880.337551903007,24.780960570574,0.64061457214605,0.940014399893349,0.299399827747299,0.0282035586403428,"hyper"
"Ca2",33299741,33301589,1369790,1369837,48366,48,1849,38.5208333333333,-836.807506293007,-12.2662148568237,-0.719698186619633,0.221727799300551,0.941425985920185,0.034693848497888,"hypo"
"scaffold284",360821,362461,6528174,6528223,215826,50,1641,32.82,836.793015343386,23.5266805245056,0.422315544875859,0.901758750424995,0.479443205549136,0.0254206731728794,"hyper"
"Ca1",6914358,6916351,122553,122604,4622,52,1994,38.3461538461538,-780.990115323739,-6.64172468275567,-0.452733004812308,0.0945754259948151,0.547308430807123,0.0309920599883111,"hypo"
"Ca2",9345828,9347858,1009925,1009963,34462,39,2031,52.0769230769231,-681.456713709033,-13.0668068398374,-0.73145656651546,0.0072066331541957,0.738663199669656,0.0433601834530017,"hypo"
"scaffold661",33928,35560,6779768,6779818,222304,51,1633,32.0196078431373,658.869684728364,17.6052254742615,0.413003627914267,0.778637480975532,0.365633853061266,0.0312513235291424,"hyper"
"Ca2",23795187,23797153,1242547,1242584,42548,38,1967,51.7631578947368,-614.918698225871,-6.74158310317563,-0.596644577130991,0.116824391446076,0.713468968577066,0.0398276997715365,"hypo"
"Ca1",26903672,26905302,462257,462296,16399,40,1631,40.775,-567.017701956937,-6.75679107317889,-0.571143506049512,0.212630887885738,0.78377439393525,0.0376491017675675,"hypo"
