"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca1",25676297,25679307,374989,375138,15468,150,3011,20.0733333333333,4686.44092881287,36.0811057265184,0.892349577230456,0.925855060174706,0.0335054829442501,0.0286287987461542,"hyper"
"Ca1",29212646,29214682,442285,442397,17521,113,2037,18.0265486725664,3657.78978219201,38.5841011282781,0.911236426093942,0.942173716502182,0.0309372904082399,0.0281234328473558,"hyper"
"Ca1",34860690,34863718,548201,548294,20571,94,3029,32.2234042553191,3349.21394687942,37.9012506431642,0.890014165220901,0.938586965579601,0.0485728003586996,0.0251844356062815,"hyper"
"Ca2",4206901,4208206,834828,834927,31301,100,1306,13.06,3288.39272677785,35.5107680581114,0.878166723720553,0.908932925098509,0.030766201377956,0.027133405566417,"hyper"
"Ca5",40141198,40142012,3416569,3416686,126915,118,815,6.90677966101695,3089.87902315146,28.495439772704,0.831215703504373,0.917397260859816,0.0861815573554433,0.031745790274706,"hyper"
"scaffold336",410461,411270,5903490,5903555,216477,66,810,12.2727272727273,2695.67785113158,52.784821808368,0.812283846352566,0.870077326094077,0.0577934797415109,0.0201315696216671,"hyper"
"Ca6",34665902,34669483,4094728,4094809,152365,82,3582,43.6829268292683,2590.43699293696,37.3231246336137,0.869694072708998,0.897564905861431,0.027870833152433,0.0291622563114345,"hyper"
"Ca4",47972268,47975678,2739709,2739795,103896,87,3411,39.2068965517241,2322.65176067835,31.8978675043686,0.869972674548278,0.901869145439714,0.0318964708914359,0.0348749115558474,"hyper"
"scaffold882",625946,627035,6208715,6208784,224336,70,1090,15.5714285714286,2284.61762699478,36.9458692179746,0.775008949631313,0.855323010256252,0.0803140606249393,0.0248149127739271,"hyper"
"Ca2",8470845,8473724,900197,900270,33963,74,2880,38.9189189189189,2279.88723078057,34.032708791621,0.867728097249381,0.88711344347644,0.0193853462270597,0.0273214520820181,"hyper"
"Ca2",20157925,20160397,1073867,1073947,40254,81,2473,30.5308641975309,-2273.9773076496,-15.9116547057644,-0.870032080980306,0.0738311355403277,0.943863216520633,0.0307036202395388,"hypo"
"Ca2",10960869,10962853,931784,931864,35213,81,1985,24.5061728395062,-2272.77646689948,-13.0397972615724,-0.693486338764237,0.216937762287769,0.910424101052006,0.025129727947028,"hypo"
"Ca3",37688964,37690297,1943460,1943541,73037,82,1334,16.2682926829268,2151.23547948163,31.3572859161781,0.742085388140496,0.864680762374034,0.122595374233537,0.0274905148834131,"hyper"
"Ca2",12579313,12580759,954704,954762,36259,59,1447,24.5254237288136,2106.70351948293,36.1553340598705,0.898164262633182,0.912450624715247,0.0142863620820644,0.0261660404649109,"hyper"
"Ca3",12228032,12229536,1548348,1548412,57402,65,1505,23.1538461538462,2086.21284691508,35.5902467450911,0.837599023932992,0.926838012752461,0.0892389888194693,0.026068479102075,"hyper"
"Ca4",17400278,17401614,2257993,2258081,85565,89,1337,15.0224719101124,2055.01611075327,25.7736942922624,0.668863355167734,0.890618568827507,0.221755213659773,0.0274214187902355,"hyper"
"Ca4",4822861,4824127,2060418,2060492,77467,75,1267,16.8933333333333,2051.97964826792,30.8291370970573,0.732513923698817,0.809978220930773,0.0774642972319564,0.0280830736494148,"hyper"
"Ca4",22959500,22962152,2348762,2348840,88976,79,2653,33.5822784810127,2039.87487725369,31.2406065886799,0.879443132564546,0.939763192720101,0.0603200601555549,0.0332280115830598,"hyper"
"Ca7",25604038,25606090,4927099,4927184,182560,86,2053,23.8720930232558,2023.55793485959,29.6954742148981,0.806173946849446,0.944403687191342,0.138229740341896,0.0341564370185686,"hyper"
"scaffold284",40901,41998,5845239,5845304,214854,66,1098,16.6363636363636,-1991.40762204616,-19.1873018830086,-0.668801398389871,0.283372146661407,0.952173545051278,0.0219671338349406,"hypo"
"Ca6",49284883,49285915,4349715,4349773,160596,59,1033,17.5084745762712,1975.22898250066,35.4253835441356,0.836964075996764,0.932935012404428,0.0959709364076645,0.0259265242685579,"hyper"
"Ca2",11247477,11249451,936943,937005,35382,63,1975,31.3492063492063,1923.59391021011,32.5160535506495,0.832230973742579,0.873502596389371,0.0412716226467921,0.0281874093292902,"hyper"
"Ca1",15610278,15613249,237896,237982,10248,87,2972,34.1609195402299,-1881.41752476054,-13.6588992388073,-0.753390451902574,0.183834532351572,0.937224984254146,0.0323171374247773,"hypo"
"Ca3",36732672,36733540,1927037,1927107,72377,71,869,12.2394366197183,-1879.33655155609,-16.06306407402,-0.83841159912892,0.0325644641736679,0.870976063302588,0.0303790092879099,"hypo"
"Ca7",7752040,7753401,4639018,4639085,171736,68,1362,20.0294117647059,1879.18940325625,34.5751920716132,0.834407001881186,0.885582968921931,0.051175967040745,0.0398921430862386,"hyper"
"Ca4",22316008,22317559,2337520,2337585,88606,66,1552,23.5151515151515,1877.25222696116,33.1850992627977,0.854266901262766,0.872606842181234,0.0183399409184682,0.0299318955613526,"hyper"
