"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca1",25676034,25679354,374953,375106,15430,154,3321,21.5649350649351,4982.50390810049,35.7701055682961,0.856560585833545,0.926754755108733,0.0701941692751879,0.0261024026918236,"hyper"
"Ca1",34860690,34863945,548155,548250,20509,96,3256,33.9166666666667,3219.71801510357,36.6849824111719,0.861223423897568,0.93898051296273,0.0777570890651612,0.0256770851779868,"hyper"
"Ca6",34665992,34669617,4096971,4097051,152214,81,3626,44.7654320987654,2350.22143956366,36.4404615787768,0.787008050557786,0.898113613162973,0.111105562605187,0.0283715942969666,"hyper"
"Ca2",20157887,20160397,1072759,1072841,40199,83,2511,30.2530120481928,-2340.12118055125,-12.0310365667262,-0.863801454379931,0.0858289780810241,0.949630432460955,0.0299898568322206,"hypo"
"Ca2",8470845,8473875,898946,899024,33894,79,3031,38.3670886075949,2277.71754784808,34.0648998092591,0.788276810101288,0.867604655285032,0.0793278451837445,0.0263254972046784,"hyper"
"Ca2",11247477,11249450,935699,935761,35324,63,1974,31.3333333333333,1906.80477130586,33.0683476360367,0.821651333443396,0.871358741557176,0.0497074081137804,0.0284691255895533,"hyper"
"Ca6",29852034,29854220,4019155,4019228,149287,74,2187,29.5540540540541,-1864.09192358318,-17.3353940633213,-0.78023620405865,0.069764568231306,0.850000772289956,0.0295551218995417,"hypo"
"Ca6",29419468,29421314,4011013,4011088,149067,76,1847,24.3026315789474,1857.64987912871,34.7868046655923,0.720673392126965,0.907095675657986,0.186422283531021,0.0325517285370241,"hyper"
"Ca1",17481069,17484060,264490,264561,11404,72,2992,41.5555555555556,1857.33086171488,30.0011844736677,0.761140131962799,0.902368691663,0.141228559700201,0.0303622009324765,"hyper"
"Ca1",15610255,15613459,237733,237821,10209,89,3205,36.0112359550562,-1725.97801928327,-9.71682361258186,-0.737140323567347,0.18275929183386,0.919899615401207,0.0367867564293252,"hypo"
"Ca2",29145841,29148104,1221343,1221410,45610,68,2264,33.2941176470588,1663.29331946173,28.090968627374,0.709696172230788,0.795179593459975,0.0854834212291866,0.0298131612262955,"hyper"
"Ca2",22903435,22905414,1127829,1127893,41774,65,1980,30.4615384615385,1662.25343868145,30.7822247353725,0.713376484819747,0.903134896706807,0.18975841188706,0.0292228555021973,"hyper"
"Ca1",30440976,30442841,467203,467255,18128,53,1866,35.2075471698113,-1646.49255243931,-22.8565189471545,-0.8944258842446,0.0591410131338211,0.953566897378421,0.0286154624940146,"hypo"
"Ca2",21350945,21353321,1098433,1098488,40834,56,2377,42.4464285714286,1482.06391212669,32.2290024754879,0.746327351736205,0.930912355453845,0.18458500371764,0.0274009582553112,"hyper"
"Ca1",26608064,26610152,393537,393585,16018,49,2089,42.6326530612245,1425.64717346287,36.5647796142106,0.747098833715182,0.909615025490995,0.162516191775812,0.0258920262653598,"hyper"
"Ca2",11571606,11573493,939903,939965,35520,63,1888,29.968253968254,1295.9576401718,24.7604291768383,0.687961947726256,0.787903880414437,0.0999419326881818,0.0357805143454126,"hyper"
"Ca1",1249404,1251283,22228,22289,789,62,1880,30.3225806451613,1264.57432671199,25.5472216617821,0.563027746268023,0.707618940393946,0.144591194125923,0.0288414359024775,"hyper"
"Ca1",28899302,28901159,436858,436913,17327,56,1858,33.1785714285714,1206.54748898316,26.4830762460164,0.750490542592889,0.897463706624385,0.146973164031496,0.0338680761372544,"hyper"
"Ca1",31299349,31301243,484662,484710,18621,49,1895,38.6734693877551,-1195.73469202989,-10.5361265044454,-0.673674547032747,0.234830755745609,0.908505302778357,0.0277074926112497,"hypo"
"Ca6",52599673,52602442,4405309,4405367,162591,59,2770,46.9491525423729,-1155.48402977903,-9.86480065789446,-0.722423721664599,0.125574406520038,0.847998128184637,0.032905552767279,"hypo"
"Ca2",9345828,9347762,905251,905296,34235,46,1935,42.0652173913044,1124.61103319576,28.6136335073246,0.815917999542398,0.839021794435692,0.0231037948932946,0.0324238822704362,"hyper"
"Ca2",18625934,18628003,1043098,1043142,39413,45,2070,46,1023.3716611585,25.5450825074014,0.640521899804397,0.76841959072948,0.127897690925083,0.033471525644456,"hyper"
"Ca2",10216069,10217932,917181,917223,34721,43,1864,43.3488372093023,-980.09808407756,-9.92062902847678,-0.685122102548664,0.0104096882579832,0.695531790806647,0.0277878696871455,"hypo"
"Ca1",4428361,4430572,70576,70632,2935,57,2212,38.8070175438597,-959.52507421556,-12.2815588119644,-0.618153188937135,0.286799835198048,0.904953024135182,0.0336527465728008,"hypo"
"Ca6",54227155,54229301,4427548,4427611,163576,64,2147,33.546875,-885.163854293662,-10.1831842391006,-0.424258538596647,0.208059368729292,0.632317907325939,0.0262235041827345,"hypo"
"Ca2",23910184,23912107,1146627,1146682,42355,56,1924,34.3571428571429,677.680669617158,17.3793313551895,0.375032362333851,0.953304520656883,0.578272158323031,0.0293541008236212,"hyper"
