"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca4",17399863,17402163,2208212,2208357,86092,146,2301,15.7602739726027,2809.76195580409,25.3166095574391,0.621098791944633,0.943955685310168,0.322856893365534,0.0322745701567257,"hyper"
"scaffold882",596883,599068,6153759,6153850,226434,92,2186,23.7608695652174,2628.78278073081,34.8814909358442,0.643647821465558,0.80097431345068,0.157326491985122,0.0225258625432602,"hyper"
"Ca5",6379159,6380808,2835273,2835391,108551,119,1650,13.8655462184874,2434.6638638663,25.7226131077004,0.774013143892931,0.925120897831654,0.151107753938723,0.0388091967262552,"hyper"
"Ca4",22959296,22962152,2299059,2299142,89541,84,2857,34.0119047619048,2163.13758953987,28.843817971865,0.839904032291519,0.913836420133801,0.073932387842282,0.0326185310880116,"hyper"
"Ca4",27951781,27953578,2385957,2386036,92603,80,1798,22.475,1881.01970388999,28.9019754033302,0.777432170702794,0.89086689836127,0.113434727658475,0.0330647330626239,"hyper"
"Ca4",22316008,22317559,2288113,2288178,89160,66,1552,23.5151515151515,1711.24895133206,29.3097084331304,0.852216283298897,0.864864585333225,0.0126483020343278,0.0328871951619336,"hyper"
"Ca2",10961100,10962853,927956,928031,35573,76,1754,23.0789473684211,-1630.96617461115,-10.9541374219125,-0.766619089242917,0.166642339654539,0.933261428897456,0.035952199227901,"hypo"
"Ca4",19776219,19777763,2248853,2248931,87529,79,1545,19.5569620253165,1568.2202006347,23.9033832337479,0.740588034392232,0.897487288278289,0.156899253886058,0.0373726095720166,"hyper"
"scaffold553",735685,737416,5991813,5991878,222623,66,1732,26.2424242424242,1520.85394143198,27.4405833360946,0.638346754845693,0.94200193446026,0.303655179614567,0.0276308707714984,"hyper"
"scaffold314",159337,161185,5832738,5832832,217955,95,1849,19.4631578947368,1404.20068138998,21.2575316950902,0.524660780051954,0.8605431277748,0.335882347722846,0.035348813076139,"hyper"
"Ca4",28089583,28091759,2388286,2388359,92696,74,2177,29.4189189189189,1263.42046003996,22.2857175154759,0.775588432039215,0.845351236392857,0.0697628043536426,0.0454821852409161,"hyper"
"Ca4",32582141,32583881,2456029,2456081,95497,53,1741,32.8490566037736,1187.78695900323,24.5300468828754,0.811869815806269,0.897192871502353,0.0853230556960831,0.0363056381578414,"hyper"
"Ca6",32882782,32884852,4012369,4012454,152546,86,2071,24.0813953488372,1080.25628308713,15.2697908750446,0.579338116333249,0.785902035603093,0.206563919269845,0.0475138357356292,"hyper"
"Ca6",27840812,27842498,3936851,3936914,149379,64,1687,26.359375,977.481179938946,17.1587626477343,0.488009249285493,0.680477355428891,0.192468106143398,0.0319332474255634,"hyper"
"Ca2",16512896,16514426,992246,992298,38601,53,1531,28.8867924528302,952.074112117341,21.0413965790362,0.628136863416269,0.912714736683825,0.284577873267556,0.0351979963277593,"hyper"
"Ca1",35455083,35456695,562752,562810,21270,59,1613,27.3389830508475,-946.870603675232,-10.2721066322608,-0.710815392211422,0.196202836694422,0.907018228905845,0.0442307742991506,"hypo"
"Ca4",41543703,41545445,2598049,2598095,100824,47,1743,37.0851063829787,869.356177418225,23.1842423489287,0.659747324446496,0.793416015500288,0.133668691053793,0.0359240883632641,"hyper"
"Ca4",43728942,43730810,2636217,2636267,102062,51,1869,36.6470588235294,769.281071807001,17.6293386703037,0.562444729716441,0.817754967446281,0.255310237729841,0.037078218051938,"hyper"
"Ca2",30712507,30714536,1209252,1209311,46985,60,2030,33.8333333333333,-760.248919971817,-9.81030541549218,-0.447438965532539,0.205061636303336,0.652500601835875,0.0353319539077314,"hypo"
"Ca4",17519272,17520939,2210681,2210734,86160,54,1668,30.8888888888889,741.854955194117,16.0674145750304,0.474117432809943,0.777730899694263,0.303613466884319,0.0346030029851855,"hyper"
"Ca2",29303558,29305240,1191169,1191208,46078,40,1683,42.075,698.159502497997,19.8493995034094,0.572974503499874,0.872374331247173,0.299399827747299,0.0328277135210384,"hyper"
"Ca5",8681981,8684009,2870710,2870765,109801,56,2029,36.2321428571429,-690.737529914216,-9.45555155974779,-0.603041033140523,0.282451843733028,0.885492876873551,0.0490341836447122,"hypo"
"Ca6",41641037,41642657,4180739,4180777,157673,39,1621,41.5641025641026,685.020991907619,22.0408741045608,0.656368695028265,0.933621346097381,0.277252651069115,0.0375965208303417,"hyper"
"scaffold553",606659,608567,5989313,5989374,222547,62,1909,30.7903225806452,-653.657329335556,-9.06117346911386,-0.322427356546198,0.51836538371992,0.840792740266118,0.0312479542206691,"hypo"
"Ca1",17481240,17482927,263547,263599,11616,53,1688,31.8490566037736,557.785460519466,12.2271971224773,0.386464356238709,0.906454728746633,0.519990372507924,0.0367988486934651,"hyper"
"Ca1",30441134,30442807,465482,465529,18492,48,1674,34.875,-543.717265614304,-9.21915990614573,-0.700042790080814,0.0690409664080596,0.769083756488873,0.0618285969498722,"hypo"
"Ca5",22977686,22979552,3090513,3090541,116965,29,1867,64.3793103448276,508.484478766935,20.4965123227986,0.719988507563754,0.947436555957666,0.227448048393912,0.0410672242527315,"hyper"
"scaffold812",529789,531656,6113917,6113946,225390,30,1868,62.2666666666667,387.054727925427,16.104592172411,0.38577384959896,0.837273133440771,0.451499283841811,0.0299057153300094,"hyper"
