"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca1",34595547,34598639,545199,545377,20785,179,3093,17.2793296089385,4217.84604739098,31.0839730626678,0.789025497295836,0.935612339031581,0.146586841735745,0.0336817703369143,"hyper"
"Ca5",6379159,6380708,2888146,2888263,109183,118,1550,13.135593220339,2929.6258222119,28.0394652918976,0.908885948719625,0.926317931849946,0.0174319831303205,0.0369013728122419,"hyper"
"scaffold642",99339,100746,6096253,6096344,224076,92,1408,15.304347826087,-2909.99769503389,-17.8474789545092,-0.740142158247144,0.0986482078753922,0.838790366122537,0.0231684219323003,"hypo"
"Ca1",34860690,34863718,550782,550875,20946,94,3029,32.2234042553191,2747.27791984683,31.0067221464894,0.89403328190067,0.942606082259369,0.0485728003586996,0.0302180981904461,"hyper"
"scaffold336",410461,411270,5919131,5919196,219302,66,810,12.2727272727273,2525.04051010823,47.3888099768311,0.84154418319373,0.899337662935241,0.0577934797415109,0.022067785992031,"hyper"
"scaffold882",625874,627177,6223492,6223567,227174,76,1304,17.1578947368421,2500.58873525483,38.2503882671285,0.771107399152073,0.880214068532046,0.109106669379972,0.0239782607161649,"hyper"
"Ca6",51028542,51030441,4389533,4389623,163596,91,1900,20.8791208791209,2340.97411074263,27.5770086234141,0.865109293465051,0.923637353616358,0.0585280601513065,0.0312087971199294,"hyper"
"scaffold284",40901,41998,5861438,5861502,217660,65,1098,16.8923076923077,-2132.82958162999,-13.1197138130484,-0.592767990081244,0.359401386494514,0.952169376575759,0.0182960611535606,"hypo"
"Ca4",17400105,17401695,2261216,2261321,86678,106,1591,15.0094339622642,2000.52831205317,22.0155077829605,0.697114331710306,0.948320234097696,0.25120590238739,0.0333856307587668,"hyper"
"Ca2",12579313,12580810,958028,958092,36782,65,1498,23.0461538461538,1896.50491130156,30.4686873531632,0.880739116590229,0.895267132839754,0.0145280162495254,0.0318311195757464,"hyper"
"scaffold882",597313,598983,6222850,6222930,227158,81,1671,20.6296296296296,1893.30093161094,28.4147953203181,0.654784245426394,0.842561444892719,0.187777199466325,0.0291414894089306,"hyper"
"Ca4",4822861,4824199,2065338,2065414,78517,77,1339,17.3896103896104,1805.51760223679,26.8105642951037,0.787627682839569,0.863851203515069,0.076223520675501,0.0339095429150286,"hyper"
"Ca4",22959500,22962152,2351994,2352072,90140,79,2653,33.5822784810127,1781.91795736478,26.8369464034313,0.854308284896629,0.914628345052184,0.0603200601555549,0.0372030443665271,"hyper"
"Ca7",25604038,25606089,4941123,4941205,184745,83,2052,24.7228915662651,1767.26166340395,25.4069952238853,0.819332206102701,0.947920982024398,0.128588775921696,0.0383125949448976,"hyper"
"Ca1",45501202,45502601,730392,730451,27232,60,1400,23.3333333333333,1751.14684309681,29.8037628886483,0.904466706017708,0.944257165962726,0.039790459945018,0.0311044976316651,"hyper"
"Ca1",35073077,35074510,555428,555487,21071,60,1434,23.9,1747.50224107346,30.2960663112105,0.906150366829051,0.946763100756292,0.0406127339272411,0.0305066249891252,"hyper"
"Ca1",17481069,17483825,263533,263613,11610,81,2757,34.037037037037,1738.28626777016,28.3631747628486,0.820480817099652,0.89784062713183,0.0773598100321778,0.0408652497696574,"hyper"
"Ca3",12228106,12229536,1553366,1553429,58162,64,1431,22.359375,1718.90555474073,29.8032456820537,0.85281440209383,0.943066209579835,0.0902518074860059,0.0317495069376363,"hyper"
"Ca3",37688964,37690297,1948645,1948726,74015,82,1334,16.2682926829268,1711.86302466503,24.6884943318851,0.671434648231471,0.794030022465009,0.122595374233537,0.032537300381889,"hyper"
"Ca2",10961100,10962853,934036,934111,35734,76,1754,23.0789473684211,-1698.50096338324,-10.8195789661416,-0.744683098093472,0.166642339654539,0.911325437748012,0.0341079988213321,"hypo"
"scaffold93",617629,618991,6263573,6263620,228291,48,1363,28.3958333333333,1674.10920761646,46.9415396465646,0.62332208962969,0.928904765347801,0.305582675718111,0.0181289812546649,"hyper"
"scaffold2",411859,413629,5784733,5784789,215654,57,1771,31.0701754385965,-1673.11168631015,-9.32868417579151,-0.611447185285762,0.318867633650428,0.930314818936191,0.020371470292191,"hypo"
"Ca2",11247477,11249450,939136,939196,35905,61,1974,32.3606557377049,1666.25814276351,28.3955793340261,0.857249832113246,0.895930062725275,0.0386802306120291,0.0313997601110121,"hyper"
"Ca4",27951876,27953971,2438796,2438877,93196,82,2096,25.5609756097561,1649.13100521156,22.7684895436188,0.850136959647838,0.907043202952369,0.0569062433045309,0.0389738074498629,"hyper"
