"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca2",8470845,8473875,899171,899245,33963,75,3031,40.4133333333333,2130.9385765587,35.3397711946899,0.842437709464677,0.866013984549658,0.0235762750849807,0.0307096170840969,"hyper"
"Ca2",20157925,20160397,1071801,1071881,40281,81,2473,30.5308641975309,-1620.42914639123,-10.6982259424306,-0.694307433853074,0.0738311355403277,0.768138569393402,0.0336731675206981,"hypo"
"Ca3",3763120,3764981,1396819,1396873,52600,55,1862,33.8545454545455,1240.05726698742,25.7175965082783,0.73045380412327,0.798947827846701,0.0684940237234309,0.0321182182559728,"hyper"
"Ca2",10960986,10962853,930481,930558,35228,78,1868,23.9487179487179,-1176.88421014034,-9.64282142361685,-0.433258646402734,0.202950214347869,0.636208860750604,0.0282514500811239,"hypo"
"Ca6",58749843,58751412,4468070,4468124,166330,55,1570,28.5454545454545,962.24418915724,23.0770763361451,0.675060262431431,0.724542515311781,0.0494822528803504,0.0388644616129944,"hyper"
"Ca5",31478079,31480018,3258520,3258579,121635,60,1940,32.3333333333333,954.87825890104,19.8267887791598,0.598272632044115,0.786570193641108,0.188297561596993,0.0395339736025847,"hyper"
"Ca1",10540394,10542254,159553,159621,6892,69,1861,26.9710144927536,893.10482649852,14.658057006325,0.542983025319845,0.837158222678635,0.29417519735879,0.0380960337540697,"hyper"
"scaffold451",153314,155091,5941822,5941885,218725,64,1778,27.78125,864.180807276677,16.6922955786865,0.340887314967893,0.936686852616294,0.595799537648402,0.0251926555879578,"hyper"
"Ca3",3070480,3072047,1388484,1388530,52187,47,1568,33.3617021276596,-822.400520255792,-13.0024684657871,-0.692333855593956,0.00796390366439293,0.700297759258349,0.0336802438669219,"hypo"
"Ca2",13596645,13598458,968439,968497,36942,59,1814,30.7457627118644,817.355756968682,16.1193718613733,0.429421211622496,0.844653109914636,0.41523189829214,0.031946482292335,"hyper"
"Ca2",11247477,11249451,935644,935707,35399,64,1975,30.859375,815.345866769789,14.7360099918915,0.381789447993141,0.872627537408026,0.490838089414884,0.0332008561873042,"hyper"
"Ca8",9394002,9395964,5438083,5438133,202353,51,1963,38.4901960784314,765.604624679072,21.7108442733856,0.434856285444692,0.950719035203166,0.515862749758474,0.0355425768856363,"hyper"
"Ca7",3114392,3116371,4533760,4533827,168791,68,1980,29.1176470588235,736.728783537828,15.3516106079707,0.5043916958379,0.664955157464225,0.160563461626324,0.0460943040850285,"hyper"
"Ca2",29145232,29148019,1219582,1219655,45681,74,2788,37.6756756756757,724.158871235314,11.9897419187064,0.335070076725017,0.822047563785117,0.4869774870601,0.0345447237698317,"hyper"
"Ca8",11914785,11917734,5465185,5465263,203533,79,2950,37.3417721518987,718.472188037302,11.2428848931078,0.260013996931663,0.921904846204345,0.661890849272683,0.0325500098710045,"hyper"
"Ca8",10896378,10898094,5450843,5450887,202922,45,1717,38.1555555555556,661.676382552291,16.3462002322122,0.484372054382948,0.786118092929343,0.301746038546394,0.0386458701202923,"hyper"
"Ca4",2132646,2134239,2009575,2009615,75765,41,1594,38.8780487804878,637.328780860989,21.3226920294528,0.469048371417996,0.743455914873061,0.274407543455064,0.031500999924242,"hyper"
"Ca2",18626254,18628003,1042227,1042269,39498,43,1750,40.6976744186046,630.191108177748,17.9180537139565,0.452864800108043,0.769504129320474,0.316639329212431,0.0354039909101133,"hyper"
"Ca7",10311225,10313059,4653635,4653687,173398,53,1835,34.622641509434,-622.558926758492,-8.03300574992602,-0.5147732601439,0.359432567865568,0.874205828009468,0.0425141455096466,"hypo"
"Ca1",15611434,15613249,236205,236254,10209,50,1816,36.32,-620.76026635347,-7.75465760596998,-0.792115719691747,0.0672043357128725,0.85932005540462,0.0577443173424922,"hypo"
"Ca7",5729415,5731151,4578037,4578091,170441,55,1737,31.5818181818182,510.504473863921,10.3105474916996,0.326133810975686,0.53786256601819,0.211728755042504,0.0404993507778132,"hyper"
"Ca3",1781191,1782903,1365852,1365903,51486,52,1713,32.9423076923077,-505.756387309135,-8.46025289786655,-0.289511011440671,0.427028226204915,0.716539237645586,0.0338230482406688,"hypo"
"Ca5",17221104,17222736,3035352,3035388,113315,37,1633,44.1351351351351,460.905793332384,15.2769220881482,0.528838878281749,0.95178200557459,0.422943127292841,0.0406493592575001,"hyper"
"Ca4",38429258,38430988,2593721,2593755,98397,35,1731,49.4571428571429,434.988268124646,13.9761479089725,0.358988331723185,0.765282332340991,0.406294000617806,0.0293271951203998,"hyper"
"Ca5",203999,205526,2754331,2754351,104802,21,1528,72.7619047619048,336.730586691049,19.6297112061199,0.614827732031931,0.790718011961928,0.175890279929997,0.0399714914610756,"hyper"
"Ca8",7609689,7611212,5411708,5411741,201178,34,1524,44.8235294117647,-316.313141583165,-7.95708396639648,-0.289990894824897,0.638132521834641,0.928123416659537,0.0318685338724514,"hypo"
"Ca6",58679003,58680682,4466996,4467027,166285,32,1680,52.5,-290.8822085582,-7.7989473946856,-0.371912526005569,0.538412004202166,0.910324530207735,0.0304884514357073,"hypo"
