"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca2",4206901,4208206,923276,923375,31584,100,1306,13.06,-2613.01036221224,-20.1442202999625,-0.857847548785927,0.030766201377956,0.888613750163883,0.0335729976761522,"hypo"
"scaffold134",157051,158786,6101276,6101377,210973,102,1736,17.0196078431373,-2483.84548403098,-8.69393713120796,-0.622166633662854,0.104605171476658,0.726771805139511,0.0294979894864593,"hypo"
"Ca6",34665756,34669483,4403991,4404079,153204,89,3728,41.8876404494382,-2321.62682425682,-10.8010404674487,-0.867994666401023,0.0486226188201578,0.916617285221181,0.0342711500551424,"hypo"
"scaffold451",153314,155284,6419583,6419646,220096,64,1971,30.796875,-1664.13903188766,-12.2052940747769,-0.73472926040531,0.125791818592374,0.860521078997684,0.0313600360640793,"hypo"
"Ca6",26854267,26855620,4280616,4280669,148470,54,1354,25.0740740740741,-1609.6142095929,-9.83725804036674,-0.806416673645256,0.104818990484835,0.911235664130091,0.0306838182458977,"hypo"
"scaffold2617",49914,51162,6253833,6253890,215596,58,1249,21.5344827586207,-1572.21121408587,-16.2766927586681,-0.844876530472092,0.0701756783312528,0.915052208803345,0.0312333799516757,"hypo"
"Ca6",49284883,49285915,4658419,4658476,161451,58,1033,17.8103448275862,-1550.39076935283,-11.7580237184703,-0.78230956639661,0.0914517129937335,0.873761279390343,0.0301626307587886,"hypo"
"Ca6",58749260,58751195,4802861,4802935,167146,75,1936,25.8133333333333,-1535.74469290057,-10.6920106766123,-0.64452157342332,0.0258645557829418,0.670386129206262,0.0305463905694796,"hypo"
"scaffold682",419160,421047,6575054,6575131,223957,78,1888,24.2051282051282,-1516.5436508695,-9.05712709720873,-0.463602266800357,0.432630219276731,0.896232486077088,0.0245395428370866,"hypo"
"Ca6",45120815,45122133,4591067,4591121,159033,55,1319,23.9818181818182,-1495.59330734321,-20.1492145476905,-0.819581909809958,0.0418675895127023,0.86144949932266,0.0294376460263831,"hypo"
"Ca4",17400024,17401547,2421268,2421385,86228,118,1524,12.9152542372881,-1478.73420264629,-8.51662329970739,-0.394681771710151,0.279768614359348,0.6744503860695,0.0312644893276629,"hypo"
