"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca1",34595547,34598660,542817,542997,20761,181,3114,17.2044198895028,3799.83696071772,26.5495495033725,0.758551741732588,0.935591331910322,0.177039590177734,0.0340067760033186,"hyper"
"Ca1",34860514,34863945,548361,548461,20922,101,3432,33.980198019802,2565.96407087927,28.4442475069206,0.838209051124076,0.94354697255916,0.105337921435085,0.0333424062550421,"hyper"
"Ca6",32882782,32884852,3948124,3948209,152350,86,2071,24.0813953488372,1537.75190038319,22.8208982786206,0.776239811329399,0.785902035603093,0.00966222427369394,0.0428238718719625,"hyper"
"Ca2",10960986,10962853,917842,917919,35573,78,1868,23.9487179487179,-1518.96412668408,-7.76890337133889,-0.731526222571171,0.178335986206108,0.909862208777279,0.0390234987127876,"hypo"
"Ca1",45500935,45502601,727144,727202,27210,59,1667,28.2542372881356,1464.15037392624,26.5677834003932,0.852368933395515,0.944216062623468,0.0918471292279523,0.0340634725707743,"hyper"
"Ca1",39827824,39829860,634080,634165,23818,86,2037,23.6860465116279,1452.37821444935,20.8200520212536,0.699496064228284,0.782793094913964,0.0832970306856798,0.0403814706665149,"hyper"
"Ca1",48081019,48083406,771861,771919,28756,59,2388,40.4745762711864,1373.65327123794,27.0681651558052,0.749284386000961,0.860509810246263,0.111225424245302,0.0379176410590722,"hyper"
"Ca1",30440976,30442841,463121,463174,18482,54,1866,34.5555555555556,-1162.73151168896,-11.6170702085808,-0.802344207174803,0.09958200530451,0.901926212479313,0.0375696165140134,"hypo"
"Ca2",8470845,8473724,889340,889406,34327,67,2880,42.9850746268657,1159.94009034782,20.758396829481,0.838591558879643,0.876676571947108,0.0380850130674648,0.0444413418288211,"hyper"
"Ca1",35454928,35456695,558528,558591,21280,64,1768,27.625,-988.621890581795,-7.39765883832958,-0.683405289340477,0.228508112857268,0.911913402197745,0.0445219954123204,"hypo"
"Ca5",34024228,34025706,3235047,3235121,124089,75,1479,19.72,-963.485400733777,-7.55126798900081,-0.634139793726797,0.228371518945502,0.862511312672299,0.0469406161392289,"hypo"
"Ca1",28899071,28901493,432524,432590,17639,67,2423,36.1641791044776,958.705323471463,16.8747250467171,0.655152785159965,0.91601637989137,0.260863594731405,0.0436426118698406,"hyper"
"Ca2",4852791,4854351,838667,838735,32135,69,1561,22.6231884057971,-952.466939171667,-7.46095363876504,-0.641865990838811,0.215407048697251,0.857273039536061,0.0541546153034558,"hypo"
"Ca1",43433113,43434811,688585,688621,26078,37,1699,45.9189189189189,806.587880018404,23.7995947905444,0.771563398115925,0.829808775940582,0.0582453778246571,0.0370893230030903,"hyper"
"Ca7",27322385,27324057,4812854,4812911,184674,58,1673,28.8448275862069,752.382162576269,15.6242336485087,0.547003880868958,0.884964946909493,0.337961066040535,0.0416226018942335,"hyper"
"Ca7",34838938,34840452,4920909,4920949,189126,41,1515,36.9512195121951,730.059759033405,20.519844085377,0.703973485075955,0.786144277217991,0.082170792142036,0.0413656602672433,"hyper"
"Ca4",22960026,22962152,2276131,2276200,89684,70,2127,30.3857142857143,725.223117023694,11.3412599509445,0.375769897367435,0.917182225949466,0.541412328582031,0.0352592348596733,"hyper"
"Ca1",31101553,31103088,476888,476931,18864,44,1536,34.9090909090909,697.414458133957,18.960959667245,0.712625243502528,0.939829649881064,0.227204406378537,0.0450416597484652,"hyper"
"Ca7",32042377,32044524,4881565,4881622,187347,58,2148,37.0344827586207,688.01600430723,14.6924815988122,0.653154581530196,0.848231383015922,0.195076801485726,0.0491242638784277,"hyper"
"Ca3",27613697,27615231,1719196,1719232,67316,37,1535,41.4864864864865,-518.446949634091,-7.27457394962659,-0.584999664463545,0.0809124960886892,0.665912160552234,0.0401851531934735,"hypo"
"Ca4",47973402,47975181,2670241,2670290,104714,50,1780,35.6,455.188360674903,10.3520492581305,0.57057497700123,0.576870978281572,0.00629600128034148,0.0694664902036325,"hyper"
"Ca1",23827979,23829541,336485,336519,14594,35,1563,44.6571428571429,-442.721790336943,-8.65577579527739,-0.53451586582666,0.115013639471974,0.649529505298634,0.0387374789179026,"hypo"
"Ca6",52600696,52602442,4274870,4274915,163798,46,1747,37.9782608695652,-425.143338063895,-7.48711995017999,-0.656741334794189,0.133077332045831,0.78981866684002,0.0668366612038527,"hypo"
"scaffold1047",251241,253175,5422861,5422895,207882,35,1935,55.2857142857143,382.550663966883,12.9602384285031,0.466030341455201,0.572059322239917,0.106028980784716,0.0462132126279687,"hyper"
"Ca2",29303558,29305090,1185169,1185206,46163,38,1533,40.3421052631579,380.878674681032,10.9064539532656,0.534920297721394,0.871705238584442,0.336784940863049,0.0451687756025277,"hyper"
"Ca1",28103870,28105586,417592,417620,17167,29,1717,59.2068965517241,-324.546394842191,-7.27637739214044,-0.448355009753687,0.34488655403424,0.793241563787928,0.0358520330153036,"hypo"
"Ca8",7143972,7145877,5291188,5291215,202306,28,1906,68.0714285714286,276.079830832209,11.7950992232919,0.620257285591976,0.642853097656368,0.0225958120643924,0.0572332811736018,"hyper"
