"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca1",29212066,29214682,498717,498844,17702,128,2617,20.4453125,-3841.61108731105,-10.0377887635796,-0.832926790334525,0.0275688973208252,0.860495687655351,0.0279622734307793,"hypo"
"Ca2",4206901,4208206,924290,924389,31594,100,1306,13.06,-3102.50470501752,-20.1978618732468,-0.851239158501403,0.030766201377956,0.882005359879359,0.0279355725297678,"hypo"
"Ca4",17399795,17402019,2413188,2413329,85744,142,2225,15.669014084507,-2854.81471866705,-8.64041987437686,-0.574770748953058,0.337352958381433,0.912123707334491,0.0273356505099653,"hypo"
"scaffold336",410385,411270,6459477,6459543,217389,67,886,13.2238805970149,-2834.50519927631,-9.80416632634576,-0.842238042163724,0.0769165796025043,0.919154621766228,0.0200082179889529,"hypo"
"Ca1",25676297,25679354,427838,427990,15639,153,3058,19.9869281045752,-2435.65352054818,-9.2668648978455,-0.569673393354727,0.0399287752426208,0.609602168597348,0.0344387937418096,"hypo"
"Ca4",4822807,4824226,2216921,2216999,77690,79,1420,17.9746835443038,-2091.18888406903,-12.8771375859902,-0.775115026318209,0.0830159044468724,0.858130930765082,0.0297552644447866,"hypo"
"Ca3",37688646,37690297,2100386,2100473,73301,88,1652,18.7727272727273,-2055.72758572606,-10.1916879493531,-0.666501122647383,0.141321430858821,0.807822553506203,0.0277692220005817,"hypo"
"scaffold128",581010,582015,6186507,6186587,209506,81,1006,12.4197530864198,2000.54452719718,28.3602326237776,0.593222948286567,0.893784755158347,0.30056180687178,0.0242251529634973,"hyper"
"scaffold451",153314,155284,6539648,6539712,219639,65,1971,30.3230769230769,-1821.91512846964,-13.4596008459134,-0.817808428388064,0.124019854104509,0.941828282492573,0.0292844587150076,"hypo"
"Ca3",36732622,36733540,2084116,2084188,72643,73,919,12.5890410958904,1731.71253905708,30.8468078960014,0.745333537080767,0.860414095963049,0.115080558882282,0.0302920038559446,"hyper"
"Ca1",34860690,34863718,611360,611453,20740,94,3029,32.2234042553191,-1698.58323209642,-12.8645126321123,-0.580113552717927,0.0485728003586996,0.628686353076626,0.0311680179115393,"hypo"
"Ca3",12228105,12229562,1708856,1708923,57739,68,1458,21.4411764705882,-1684.74444780334,-13.5121162376421,-0.702458633275614,0.118796211825308,0.821254845100921,0.0282446208205907,"hypo"
"Ca4",17378162,17379303,2412792,2412849,85731,58,1142,19.6896551724138,-1629.44413484907,-22.3064640210513,-0.822380508378841,0.0379280182407456,0.860308526619586,0.0299636198738931,"hypo"
"scaffold2617",49914,51162,6373539,6373596,215145,58,1249,21.5344827586207,-1624.03967470631,-16.880427538341,-0.875990404355387,0.0701756783312528,0.946166082686639,0.0309476408171859,"hypo"
"Ca3",27205163,27205716,1934119,1934176,66919,58,554,9.55172413793103,1577.7110792457,32.4875211341261,0.795329019993943,0.82344659787338,0.028117577879437,0.0270200549092492,"hyper"
"Ca4",27951993,27954030,2601062,2601141,92158,80,2038,25.475,-1375.9602931166,-9.70692243718795,-0.700177899376447,0.0679412961474879,0.768119195523935,0.0362421060156485,"hypo"
"Ca3",29353779,29354214,1966071,1966136,68286,66,436,6.60606060606061,1353.16696445879,28.7624885460344,0.841399223082974,0.895125836699296,0.0537266136163221,0.0370597756911746,"hyper"
"Ca1",1249404,1251283,22098,22160,790,63,1880,29.8412698412698,-1349.88184473956,-9.84633629464939,-0.540839905349144,0.172587077239867,0.713426982589011,0.0274412228062608,"hypo"
"scaffold314",159337,161185,6440443,6440538,216826,96,1849,19.2604166666667,-1309.96046512957,-11.3123295723384,-0.649312679473125,0.178000295421803,0.827312974894928,0.0449376411058853,"hypo"
"Ca3",12156010,12156773,1707143,1707194,57702,52,764,14.6923076923077,-1291.833426398,-11.191143552334,-0.6482063503764,0.195762032098449,0.84396838247485,0.026114405704338,"hypo"
"Ca3",34888474,34889517,2052817,2052880,71474,64,1044,16.3125,-1278.98331980307,-9.23234821081243,-0.563987910705142,0.0824297368943907,0.646417647599533,0.0287821821745861,"hypo"
