"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca1",25676034,25679354,374953,375106,15430,154,3321,21.5649350649351,4982.50390810049,35.7701055682961,0.856560585833545,0.926754755108733,0.0701941692751879,0.0261024026918236,"hyper"
"Ca1",34860690,34863945,548155,548250,20509,96,3256,33.9166666666667,3219.71801510357,36.6849824111719,0.861223423897568,0.93898051296273,0.0777570890651612,0.0256770851779868,"hyper"
"Ca6",34665992,34669617,4096971,4097051,152214,81,3626,44.7654320987654,2350.22143956366,36.4404615787768,0.787008050557786,0.898113613162973,0.111105562605187,0.0283715942969666,"hyper"
"Ca2",20157887,20160397,1072759,1072841,40199,83,2511,30.2530120481928,-2340.12118055125,-12.0310365667262,-0.863801454379931,0.0858289780810241,0.949630432460955,0.0299898568322206,"hypo"
"scaffold553",735685,737416,6044076,6044143,220358,68,1732,25.4705882352941,2334.05189972085,40.9692264399903,0.640491691547872,0.865944643639751,0.22545295209188,0.0191593582932351,"hyper"
"scaffold919",694438,696165,6234155,6234227,224925,73,1728,23.6712328767123,2288.60106560365,39.3402968319092,0.667855158018537,0.917488020180331,0.249632862161794,0.0210608570737268,"hyper"
"Ca2",8470845,8473875,898946,899024,33894,79,3031,38.3670886075949,2277.71754784808,34.0648998092591,0.788276810101288,0.867604655285032,0.0793278451837445,0.0263254972046784,"hyper"
"scaffold284",40901,41998,5845175,5845240,214673,66,1098,16.6363636363636,-1942.15095124751,-18.9081423084138,-0.663431428176423,0.283372146661407,0.94680357483783,0.0219405134348844,"hypo"
"Ca2",12579313,12580759,953490,953548,36199,59,1447,24.5254237288136,1928.33152098572,34.9204842292152,0.851166517962616,0.912450624715247,0.0612841067526303,0.0274811399513464,"hyper"
"Ca2",11247477,11249450,935699,935761,35324,63,1974,31.3333333333333,1906.80477130586,33.0683476360367,0.821651333443396,0.871358741557176,0.0497074081137804,0.0284691255895533,"hyper"
"Ca6",29423289,29424934,4011163,4011239,149067,77,1646,21.3766233766234,1886.77393846493,32.3457693487241,0.589161707515592,0.900634879201006,0.311473171685414,0.0258097925591556,"hyper"
"Ca6",29852034,29854220,4019155,4019228,149287,74,2187,29.5540540540541,-1864.09192358318,-17.3353940633213,-0.78023620405865,0.069764568231306,0.850000772289956,0.0295551218995417,"hypo"
"Ca6",29419468,29421314,4011013,4011088,149067,76,1847,24.3026315789474,1857.64987912871,34.7868046655923,0.720673392126965,0.907095675657986,0.186422283531021,0.0325517285370241,"hyper"
"Ca1",17481069,17484060,264490,264561,11404,72,2992,41.5555555555556,1857.33086171488,30.0011844736677,0.761140131962799,0.902368691663,0.141228559700201,0.0303622009324765,"hyper"
"Ca1",39827824,39829594,633909,633991,23366,83,1771,21.3373493975904,1766.91469390942,25.228355491487,0.699293279870474,0.762632591590197,0.0633393117197239,0.0323567375822593,"hyper"
"Ca1",35454639,35456401,558653,558724,20860,72,1763,24.4861111111111,-1760.8736279358,-9.6194397219072,-0.609890479989829,0.314375919007216,0.924266398997044,0.0256199123578024,"hypo"
"Ca1",15610255,15613459,237733,237821,10209,89,3205,36.0112359550562,-1725.97801928327,-9.71682361258186,-0.737140323567347,0.18275929183386,0.919899615401207,0.0367867564293252,"hypo"
"Ca1",23947368,23948886,342515,342594,14405,80,1519,18.9875,1709.40020542371,28.2490590768023,0.655084191677376,0.827433410349436,0.17234921867206,0.0297950585362158,"hyper"
"Ca2",19565604,19566530,1061849,1061912,39956,64,927,14.484375,1686.24359038793,32.6037700831072,0.833026105736693,0.854101364499694,0.0210752587630014,0.0323095809717347,"hyper"
"Ca6",26854410,26855620,3974081,3974129,147486,49,1211,24.7142857142857,1668.96944924465,37.4269925046942,0.851276361879495,0.940117450189424,0.0888410883099288,0.027868386871702,"hyper"
"Ca2",29145841,29148104,1221343,1221410,45610,68,2264,33.2941176470588,1663.29331946173,28.090968627374,0.709696172230788,0.795179593459975,0.0854834212291866,0.0298131612262955,"hyper"
