"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca2",8470845,8473875,899171,899245,33963,75,3031,40.4133333333333,2130.9385765587,35.3397711946899,0.842437709464677,0.866013984549658,0.0235762750849807,0.0307096170840969,"hyper"
"Ca7",7752040,7753401,4611795,4611863,171776,69,1362,19.7391304347826,1724.40339358024,27.7908846869064,0.810530592438786,0.885252841450366,0.0747222490115793,0.0395628275944877,"hyper"
"Ca2",20157925,20160397,1071801,1071881,40281,81,2473,30.5308641975309,-1620.42914639123,-10.6982259424306,-0.694307433853074,0.0738311355403277,0.768138569393402,0.0336731675206981,"hypo"
"scaffold26",317021,318033,5772184,5772258,213985,75,1013,13.5066666666667,-1521.88205427119,-10.8281726762131,-0.670092879055854,0.272861837011526,0.94295471606738,0.0320550093329572,"hypo"
"Ca2",33927328,33928507,1290702,1290782,48733,81,1180,14.5679012345679,1513.01332380739,23.8438423971017,0.639961873896167,0.920853404164135,0.280891530267968,0.0352322016988055,"hyper"
"Ca2",4206901,4208161,834369,834470,31313,102,1261,12.3627450980392,1299.71010435531,14.5468981019007,0.392229649028422,0.908264196216157,0.516034547187736,0.0306658184116897,"hyper"
"Ca3",8563766,8564714,1475526,1475582,55277,57,949,16.6491228070175,1256.43033898017,28.673443991554,0.655675807998786,0.854902677350935,0.19922686935215,0.0294841231304363,"hyper"
"Ca3",3763120,3764981,1396819,1396873,52600,55,1862,33.8545454545455,1240.05726698742,25.7175965082783,0.73045380412327,0.798947827846701,0.0684940237234309,0.0321182182559728,"hyper"
"Ca2",10960986,10962853,930481,930558,35228,78,1868,23.9487179487179,-1176.88421014034,-9.64282142361685,-0.433258646402734,0.202950214347869,0.636208860750604,0.0282514500811239,"hypo"
"Ca2",8366497,8367355,897519,897571,33907,53,859,16.2075471698113,1125.43499835969,26.6740249073437,0.660503864868545,0.685327009905758,0.0248231450372133,0.0310863843761006,"hyper"
"scaffold128",581010,581688,5608069,5608145,208624,77,679,8.81818181818182,1077.94435979713,16.0013329826548,0.318259954340409,0.937501492971538,0.619241538631129,0.0252814767619006,"hyper"
"scaffold1324",612283,612971,5630008,5630093,209430,86,689,8.01162790697674,-1046.48657112709,-7.84670079578608,-0.32552621767292,0.200648311168578,0.526174528841497,0.0252423523122546,"hypo"
"Ca7",26701665,26702882,4921515,4921613,183212,99,1218,12.3030303030303,1037.59639416289,12.0854440633871,0.59419005017182,0.830944561587552,0.236754511415732,0.0571693191493438,"hyper"
"Ca8",3843921,3844956,5352906,5352946,198700,41,1036,25.2682926829268,1013.94075321735,27.6619958376743,0.849873701520194,0.869611952801036,0.0197382512808421,0.0337517912372776,"hyper"
"scaffold421_2",466774,468182,5926200,5926236,218238,37,1409,38.0810810810811,1013.84393530826,34.4219612864246,0.58346409134471,0.920973823445253,0.337509732100543,0.0227894232358077,"hyper"
"Ca2",10648617,10649261,923223,923265,35044,43,645,15,-1003.99331836057,-9.6972417951253,-0.660274837537853,0.0689978567900656,0.729272694327919,0.0271076596164574,"hypo"
"Ca8",13205054,13206193,5475078,5475119,203878,42,1140,27.1428571428571,994.367490673434,25.2614180920829,0.836046672517997,0.907061876456364,0.0710152039383672,0.033118930619333,"hyper"
"Ca7",13628735,13630237,4703168,4703209,175541,42,1503,35.7857142857143,988.156204831601,24.9769479490599,0.87313742344953,0.928380979387679,0.0552435559381496,0.0388474314514953,"hyper"
"Ca2",30145071,30145587,1236289,1236371,46343,83,517,6.2289156626506,-984.886699115013,-7.81278553209786,-0.569814310362109,0.00786088234827294,0.577675192710382,0.0285905704185128,"hypo"
"Ca7",18527154,18527446,4775276,4775322,178497,47,293,6.23404255319149,967.799231713197,20.938257046052,0.892795028488544,0.901448876421268,0.00865384793272357,0.0446590494508763,"hyper"
"Ca6",58749843,58751412,4468070,4468124,166330,55,1570,28.5454545454545,962.24418915724,23.0770763361451,0.675060262431431,0.724542515311781,0.0494822528803504,0.0388644616129944,"hyper"
"Ca5",31478079,31480018,3258520,3258579,121635,60,1940,32.3333333333333,954.87825890104,19.8267887791598,0.598272632044115,0.786570193641108,0.188297561596993,0.0395339736025847,"hyper"
"Ca2",33776156,33776522,1288034,1288071,48643,38,367,9.6578947368421,897.713511305372,26.7299456369761,0.756668233610138,0.899083241848643,0.142415008238506,0.031484851516335,"hyper"
"scaffold210",463503,464872,5738845,5738898,213063,54,1370,25.3703703703704,897.672225254377,21.0846201930465,0.337919254719623,0.783692983860376,0.445773729140753,0.0205378514835161,"hyper"
"Ca1",10540394,10542254,159553,159621,6892,69,1861,26.9710144927536,893.10482649852,14.658057006325,0.542983025319845,0.837158222678635,0.29417519735879,0.0380960337540697,"hyper"
