"chr","start","end","idxStart","idxEnd","cluster","n","width","invdensity","areaStat","maxStat","meanDiff","group1.mean","group2.mean","tstat.sd","direction"
"Ca1",34595547,34598753,544310,544494,20466,185,3207,17.3351351351351,-5124.67988477832,-11.2245742580086,-0.774271771781915,0.161201728800737,0.935473500582651,0.0283038133583755,"hypo"
"Ca1",25676034,25679354,377420,377576,15540,157,3321,21.1528662420382,-4809.36419004453,-11.7128737125176,-0.883585719513538,0.0538796510454052,0.937465370558943,0.0292865009653982,"hypo"
"Ca1",29212066,29214682,443544,443676,17589,133,2617,19.6766917293233,-4076.74942554699,-12.7840034814271,-0.847573473655545,0.0266084096951587,0.874181883350703,0.0276346828169082,"hypo"
"Ca5",6379159,6380708,3007505,3007622,108377,118,1550,13.135593220339,-3594.49514421681,-20.4392593034463,-0.92630762229927,0.0174319831303205,0.94373960542959,0.0317268553723022,"hypo"
"Ca1",34860690,34863945,549959,550054,20627,96,3256,33.9166666666667,-3212.19341481447,-11.8204834608633,-0.888975576258866,0.0607519980795133,0.949727574338379,0.0257263347886009,"hypo"
"Ca5",40140896,40142011,3541133,3541232,127234,100,1116,11.16,-3048.16071517625,-11.5767865061048,-0.838086629316068,0.0998846164257602,0.937971245741828,0.028740934997274,"hypo"
"scaffold882",625874,627216,6504979,6505059,225123,81,1343,16.5802469135802,-2891.89469627554,-12.5131909074797,-0.773038571367554,0.103159211914887,0.876197783282441,0.0221408791279844,"hypo"
"Ca4",17400004,17401757,2366088,2366209,86063,122,1754,14.3770491803279,-2372.82756407292,-11.2200368006999,-0.653026739832278,0.289185370937782,0.942212110770059,0.0326506687959029,"hypo"
"scaffold314",158777,161185,6182428,6182537,216726,110,2409,21.9,-2247.92398433966,-14.5707510093458,-0.797116295811675,0.155844578973577,0.952960874785251,0.0394557537534226,"hypo"
"scaffold882",597313,599010,6504326,6504407,225108,82,1698,20.7073170731707,-2127.13824279193,-12.5520871780477,-0.660468830151576,0.199300174470855,0.859769004622431,0.0261781297062688,"hypo"
"Ca7",25603820,25606090,5187414,5187500,183040,87,2271,26.1034482758621,-1994.2800739095,-11.3451815820353,-0.805982402637889,0.144294079635604,0.950276482273492,0.0347585855845806,"hypo"
"Ca1",35073077,35074510,554679,554739,20754,61,1434,23.5081967213115,-1977.24823268657,-26.9207567162937,-0.889654607645103,0.0402555559632211,0.929910163608324,0.0266725729752696,"hypo"
"Ca1",29214956,29216217,443677,443755,17589,79,1262,15.9746835443038,1959.65275784777,29.7948650388372,0.719547705597245,0.763552272467937,0.0440045668706917,0.0295020606041512,"hyper"
"Ca1",17480749,17484060,268433,268517,11485,85,3312,38.9647058823529,-1915.95741399799,-11.2801271589205,-0.784733240873347,0.104901096280231,0.889634337153578,0.0370901437626549,"hypo"
"Ca4",22959500,22962152,2456071,2456149,89380,79,2653,33.5822784810127,-1838.91372289216,-15.0805897137118,-0.88440640071032,0.0603200601555549,0.944726460865875,0.036635905625777,"hypo"
"scaffold336",618074,618856,6205367,6205432,217381,66,783,11.8636363636364,1818.29606676984,35.9746393717176,0.660454769899285,0.898244478091591,0.237789708192306,0.0268466984813697,"hyper"
"Ca1",28899071,28901493,437973,438037,17445,65,2423,37.2769230769231,-1808.5664906185,-16.9763294678326,-0.781963353026065,0.147264017298253,0.929227370324318,0.0293089823068046,"hypo"
"Ca1",6914243,6916472,111135,111195,4569,61,2230,36.5573770491803,-1805.37480589571,-12.7069370671557,-0.815969599707354,0.109105579101702,0.925075178809056,0.0276528060510408,"hypo"
"scaffold284",285073,286690,6147315,6147361,215809,47,1618,34.4255319148936,-1775.38984147108,-27.5045659687211,-0.813564663679272,0.00996424010175339,0.823528903781025,0.0207895701777003,"hypo"
"Ca4",28089773,28091867,2544002,2544072,92490,71,2095,29.5070422535211,-1758.29088460659,-13.7227125383088,-0.891476879531947,0.0306625919059642,0.922139471437912,0.0328667153696919,"hypo"
"scaffold93",617629,618991,6546925,6546972,226227,48,1363,28.3958333333333,-1722.20949966195,-11.5133275226391,-0.62706151740591,0.305582675718111,0.932644193124021,0.0169292233180949,"hypo"
"Ca5",11765914,11766898,3091137,3091201,111454,65,985,15.1538461538462,1571.56945265571,27.8841994291258,0.712071688970073,0.881706184948163,0.16963449597809,0.0302470927137768,"hyper"
"scaffold40",966378,967471,6250698,6250747,218707,50,1094,21.88,1547.62931804241,32.621235879911,0.864055604025372,0.902861949178789,0.0388063451534171,0.0250082158581656,"hyper"
"Ca4",22316008,22317559,2444981,2445046,89016,66,1552,23.5151515151515,-1547.49617856175,-13.9957632027941,-0.844647550357315,0.0183399409184682,0.862987491275783,0.035744256685683,"hypo"
"Ca1",39828039,39829594,635270,635347,23484,78,1556,19.9487179487179,-1541.79548897235,-11.7301790564052,-0.727337923400627,0.0637824457306222,0.791120369131249,0.038002446937399,"hypo"
"Ca4",27951876,27954030,2541625,2541701,92398,77,2155,27.987012987013,-1540.74330955917,-11.3275505234027,-0.822208934562874,0.0640937651646878,0.886302699727562,0.0383432912120886,"hypo"
"scaffold2",411859,413630,6062382,6062436,213692,55,1772,32.2181818181818,1521.06625709153,31.2308473417397,0.722320480124666,0.930102910454186,0.20778243032952,0.0257666454002219,"hyper"
"Ca5",39037588,39038396,3523638,3523695,126560,58,809,13.948275862069,1492.99559180052,32.2460197790725,0.703837361488458,0.903665403872869,0.199828042384411,0.0277413598128191,"hyper"
"Ca4",19776219,19777790,2408095,2408173,87472,79,1572,19.8987341772152,-1441.60704250025,-11.2538299571328,-0.717931151289017,0.183052245038892,0.900983396327909,0.0353937808687689,"hypo"
"Ca4",36329867,36330810,2674461,2674522,97407,62,944,15.2258064516129,-1433.2753018872,-16.4734136567908,-0.875056091520623,0.0443023529223518,0.919358444442975,0.0356927804032093,"hypo"
"Ca1",45383615,45384755,728268,728319,26802,52,1141,21.9423076923077,-1426.26275231772,-24.4745094880019,-0.729861093808504,0.204995918115919,0.934857011924422,0.0260854281138341,"hypo"
"Ca1",26775752,26778371,398168,398270,16223,103,2620,25.4368932038835,1403.32028721318,16.0581400348577,0.41153893868934,0.738821624998325,0.327282686308985,0.026498340099456,"hyper"
"scaffold674",162058,162624,6411008,6411045,222773,38,567,14.9210526315789,-1400.25234920918,-13.8948219681333,-0.825046290258421,0.121683189540402,0.946729479798823,0.0237898692981133,"hypo"
"Ca2",9629451,9630803,934341,934399,34669,59,1353,22.9322033898305,-1388.89784378395,-13.7195813357912,-0.712931570024183,0.214733846262133,0.927665416286316,0.0314158118392176,"hypo"
"Ca7",40500591,40502924,5418828,5418900,191917,73,2334,31.972602739726,-1356.2694305117,-11.4818360785022,-0.83246139376659,0.061801767091808,0.894263160858398,0.0483687554538787,"hypo"
"Ca5",13797499,13799154,3111013,3111064,112168,52,1656,31.8461538461538,1343.85358300047,28.368491783403,0.84388346358802,0.871369530165926,0.0274860665779064,0.0341984809102026,"hyper"
"scaffold674",486935,488329,6417494,6417551,222959,58,1395,24.051724137931,1338.84066477827,26.3519376573458,0.672085802414166,0.807266608629657,0.135180806215491,0.0250487184298954,"hyper"
"Ca4",18292203,18293084,2381362,2381420,86625,59,882,14.9491525423729,1329.00816283549,23.5480759268694,0.782303314766695,0.886588649104696,0.104285334338001,0.034254772245056,"hyper"
"Ca5",2414067,2415282,2928425,2928486,106318,62,1216,19.6129032258065,-1303.80587827501,-12.6115426431952,-0.660827937853324,0.252992164687459,0.913820102540783,0.0320951280259931,"hypo"
"Ca1",43433113,43434811,691172,691222,25740,51,1699,33.3137254901961,-1297.25530097979,-23.8028313131126,-0.819443551726812,0.0501947074687207,0.869638259195532,0.0321917909608878,"hypo"
"Ca5",6118712,6120130,3001489,3001544,108218,56,1419,25.3392857142857,-1289.38591992089,-17.9134868225146,-0.928492253204335,0.0297135900146977,0.958205843219033,0.039997390937772,"hypo"
"scaffold210",463555,464872,6074669,6074720,213965,52,1318,25.3461538461538,-1285.44778402537,-11.7273089370271,-0.67047053081115,0.121779324845293,0.792249855656443,0.0275955882308747,"hypo"
"Ca3",22222274,22223392,1784525,1784585,63855,61,1119,18.344262295082,-1275.82958702816,-11.3205542009512,-0.673092051050654,0.241933221374799,0.915025272425453,0.0315480090040478,"hypo"
